lang_description,lang_code,constant_name,definition
Korean,kr,American Indian,아메리카 원주민
Korean,kr,American Indian or Alaska Native,아메리칸 인디언 또는 알래스카 원주민
Korean,kr,AMEX,AMEX
Korean,kr,Amharic,암하라 어
Korean,kr,Amount,소계
Korean,kr,Amount Administered,복용량
Korean,kr,Amount Charges,청구액
Korean,kr,Amount Charges:,금액 청구 :
Korean,kr,Amount Due,지불액
Korean,kr,Amount for Past Balance,과거의 잔고 금액
Korean,kr,Amount for This Visit,이번 소계
Korean,kr,Amount Paid,지불
Korean,kr,Amount:,소계
Korean,kr,Amplitudes,진폭
Korean,kr,Amsler,암 슬러
Korean,kr,Amt Billed,AMT 청구 된
Korean,kr,"An e-mail with your new account credentials will be sent to the e-mail address supplied earlier. You may still review or edit any part of your information by using the top step buttons to go to the appropriate panels. Note to be sure you have given your correct e-mail address. If after receiving credentials and you have trouble with access to the portal, please contact administration.",새 계정 자격 증명이있는 전자 메일은 앞에서 입력 한 전자 메일 주소로 보내집니다. 맨 위의 단계 단추를 사용하여 해당 패널로 이동하여 정보의 일부를 검토하거나 편집 할 수 있습니다. 정확한 이메일 주소를 입력했는지 확인하십시오. 자격 증명을받은 후 포털에 액세스하는 데 문제가 있으면 관리 부서에 문의하십시오.
Korean,kr,An end date later than the start date is required for repeated events!,시작 날짜보다 이후의 종료일은 반복 이벤트를 위해 필요합니다!
Korean,kr,An error occured signing the form,오류가 양식에 서명이 발생했습니다
Korean,kr,An error occurred while dumping OpenEMR web directory tree,OpenEMR 웹 디렉토리 트리를 덤프하는 동안 오류가 발생했습니다
Korean,kr,An error occurred while dumping phpGACL web directory tree,phpGACL 웹 디렉토리 트리를 덤프하는 동안 오류가 발생했습니다
Korean,kr,An error occurred while dumping SQL-Ledger web directory tree,SQL- 원장 Web 디렉토리 트리를 덤프하는 동안 오류가 발생했습니다
Korean,kr,An error occurred: Missing file to upload: Use back button!,오류가 발생했습니다 : 업로드 할 파일이 없습니다 : 뒤로 버튼을 사용하십시오!
Korean,kr,An incomplete GCAC issue has been created and linked. Someone will need to complete it later.,불완전 GCAC 문제가 만들어지고 연결되어있다. 사람이 나중에 완료해야합니다.
Korean,kr,"An undefined error occurred, please contact your systems administrator.",정의되지 않은 오류가 발생했습니다. 시스템 관리자에게 문의하십시오.
Korean,kr,An unexpected error has occurred.,예기치 않은 오류가 발생했습니다.
Korean,kr,An uppercase letter,대
Korean,kr,Analyzed,분석 된
Korean,kr,and,하면
Korean,kr,AND,과
Korean,kr,And,과
Korean,kr,and ,하면
Korean,kr,and all subordinate data? This action will be logged,하면 모든 하위 데이터? 이 작업은 기록됩니다
Korean,kr,and modifier,와 수식
Korean,kr,and processed.,및 처리거야.
Korean,kr,and restart Apache server.,및 Apache 서버를 다시 시작
Korean,kr,and the Reason is,그리고 그 이유는
Korean,kr,Anemia,빈혈
Korean,kr,Ankle,발목
Korean,kr,Ankle + heel,발목 + 힐
Korean,kr,Ankle Evaluation Form,발목 평가서
Korean,kr,Ankle Problems,발목 문제
Korean,kr,Ankylosing Sondlilitis,강직성 Sondlilitis
Korean,kr,Ankylosing Spondlilitis,강직성 Spondlilitis
Korean,kr,Anorexia,식욕 부진
Korean,kr,"Another thing you can do in the posting window is request secondary billing. If you select this checkbox before saving, then the original claim will be re-opened and queued on the Billing page, and will be processed during the next billing run.","전기 창에서 할 수있는 또 하나는 보조 결제를 요구하고있다. 당신이 저장하기 전에이 확인란을 선택하면 원래의 주장은 재 오픈하고 결제 페이지에 큐잉되고, 다음의 청구 중에 처리됩니다됩니다."
Korean,kr,Answering Service,응답 서비스
Korean,kr,ante,안티
Korean,kr,Anterior Chamber Depth,전방 심실 깊이
Korean,kr,Anterior Segment,앞쪽 세그먼트
Korean,kr,Anterior Segment Default Values,전치부 기본값
Korean,kr,ant{{anterior}},개미 {{앞다리}}
Korean,kr,"Anus nl, no rectal tenderness/mass",항문 NL 무 직장 부드러움 / 질량
Korean,kr,Anxiety,불안
Korean,kr,Any,어떤
Korean,kr,any,어떤
Korean,kr,Any carotid bruits appreciated?,경동맥 bruits는 높이 평가 했습니까?
Korean,kr,Any Category,카테고리
Korean,kr,Any changes here will be reviewed by provider staff before commiting to chart. The following apply,여기에 대한 변경 사항은 차트 작성을 위임하기 전에 공급 업체 직원이 검토합니다. 다음이 적용됩니다
Korean,kr,any date,모든 날짜
Korean,kr,Any part of the desired code or its description,목적 코드 나 그 설명의 어떤 부분
Korean,kr,Any part of the desired specialty,희망하는 직업 중 하나의 부분
Korean,kr,Any part of the drug id or drug name,약물 id 또는 약 이름의 어떤 부분
Korean,kr,Any part of the immunization id or immunization name,면역 ID 또는 면역 이름의 어떤 부분
Korean,kr,"Any part of the patient name, or \""last,first\"", or \""X-Y\""","환자 이름의 어떤 부분 또는 ""마지막 처음 \""또는 ""XY \"""
Korean,kr,Anyother Relevant Information,Anyother 관련 정보
Korean,kr,Anything else occur at the same time?,다른 일이 동시에 발생합니까?
Korean,kr,APD{{afferent pupillary defect}},APD {{구 심성 동공 결함}}
Korean,kr,API key for SMS Gateway.,SMS 게이트웨이 API 키
Korean,kr,Apnea,무호흡
Korean,kr,App,앱
Korean,kr,Appearance,외양
Korean,kr,Appearance:,외양:
Korean,kr,Append this note,이 노트 추가
Korean,kr,Append to the existing note,기존 노트북에 추가
Korean,kr,Append to this note,이 노트 추가
Korean,kr,Append to This Note,이 노트 추가
Korean,kr,Appendectomy,충수절제술
Korean,kr,appendectomy,맹장
Korean,kr,Applicable Patients,해당 환자
Korean,kr,Application,응용 프로그램
Korean,kr,Application name for login page and main window title.,로그인 페이지와 메인 창 제목 응용 프로그램 이름.
Korean,kr,Application Receiver Code (GS03 - If blank ISA08 will be used),응용 프로그램 수신기 코드 (GS03 - 빈 ISA08을 사용하는 경우)
Korean,kr,Application Sender Code (GS02),응용 프로그램 발신자 코드 (GS02)
Korean,kr,Application Title,응용 프로그램 이름
Korean,kr,Applies to the Vitals form and Growth Chart,바이탈 양식과 성장 차트에 적용됩니다
Korean,kr,Applies to Vitals form,바이탈 양식에 적용됩니다
Korean,kr,"Apply the changes to the Current event only, to this and all Future occurrences, or to All occurrences?",오직 이것과 모든 미래의 발생에 또는 모든 항목에 현재 이벤트에 변경 내용을 적용 하시겠습니까?
Korean,kr,apply to affected area,환부에 적용됩니다
Korean,kr,apply to skin,피부에 도포
Korean,kr,Applying,적용
Korean,kr,Applying Patch to site,부위에 적용
Korean,kr,Appointment,임명
Korean,kr,Appointment Category,예약 카테고리
Korean,kr,Appointment Date,예약 날짜
Korean,kr,Appointment Display Sets - Color 1,약속 표시 세트 - 색상 1
Korean,kr,Appointment Display Sets - Color 2,약속 표시 세트 - 색상 2
Korean,kr,Appointment Display Sets - Color 3,약속 표시 세트 - 색상 3
Korean,kr,Appointment Display Sets - Color 4,임명 Displ
Korean,kr,Appointment Display Sets - Ignore Display Limit (Last Set),약속 표시 집합 - 표시 제한 무시 (마지막 집합)
Korean,kr,Appointment Display Style,약속의 표시 스타일
Korean,kr,Appointment made by,에 의해 지명
Korean,kr,Appointment Reminder Rule,예정 알림 규칙
Korean,kr,Appointment Reminders,약속 미리 알림
Korean,kr,Appointment status,예정 상황
Korean,kr,Appointment Statuses,계획의 상태
Korean,kr,Appointment within,내부의 선임
Korean,kr,Appointment/Event Color,선임 / 이벤트 색상
Korean,kr,Appointments,예정
Korean,kr,Appointments (write optional),예정 (옵션 쓰기)
Korean,kr,"Appointments (write,wsome optional)",예정 (쓰기 선택적 wsome)
Korean,kr,"Appointments (write,wsome optional) (appt)","약속 (쓰기, 선택 가능) (appt)"
Korean,kr,Appointments - Group Summary - Number to Display,약속 - 그룹 요약 - 표시 할 번호
Korean,kr,Appointments - Onsite Patient Portal - Number to Display,약속 - 현장 환자 포털 - 표시 할 번호
Korean,kr,Appointments - Patient Summary - Number to Display,예약 - 환자 요약 - 표시 할 번호
Korean,kr,Appointments and Encounters,예정과의 만남
Korean,kr,Appointments for,약속
Korean,kr,Appointments Report,계획 보고서
Korean,kr,Appointments-Encounters Report,예정 - 만남 보고서
Korean,kr,Appropriate Testing for Children with Pharyngitis (CQM),인두염 어린이를위한 적절한 검사 (CQM)
Korean,kr,Approve,승인
Korean,kr,Approve Order,주문 승인
Korean,kr,Approve the patient from Patient/Client->Import->Pending Approval,환자 / 클라이언트 -> 가져 오기 -> 승인 대기에서 환자를 승인
Korean,kr,Approved,도착
Korean,kr,Approved Events Administration,승인 된 이벤트 관리
Korean,kr,Approved Successfully,제대로 도착했습니다
Korean,kr,Apps,Apps
Korean,kr,Appt Date,Appt Date
Korean,kr,Appt Status,Appt Status
Korean,kr,Appt Time,앱트 시간
Korean,kr,Appt-Enc,Appt-Enc
Korean,kr,Appt. Reminders,Appt. 알리미
Korean,kr,Appts,애플릿
Korean,kr,Appt{{Abbreviation for appointment}},Appt {{약속의 약어}}
Korean,kr,App{{Applanation abbreviation}},App {{Applanation abbreviation}}
Korean,kr,Apr,4 월
Korean,kr,April,4 월
Korean,kr,AP{{applanation}},AP {{applanation}}
Korean,kr,Arabic,아라비아 인
Korean,kr,Aragonese,아르곤 인
Korean,kr,Archive,아카이브
Korean,kr,Archive Log Files,로그 파일 보관
Korean,kr,Archive old files,이전 파일 보관
Korean,kr,Are access control group names to be translated?,액세스 제어 그룹 이름은 번역 된셨습니까?
Korean,kr,Are appointment category names to be translated?,예약 카테고리 이름은 번역 된셨습니까?
Korean,kr,Are document category names to be translated?,문서 카테고리 이름이 번역됩니까?
Korean,kr,Are fees charged for this type?,이 유형의 청구는 끝났습니까?
Korean,kr,are off,꺼져있다.
Korean,kr,are on,에있다
Korean,kr,Are patient note titles to be translated?,환자의 노트 제목 번역되었습니다 있습니까?
Korean,kr,"Are the codes stored in external sql tables (0-No, 1-ICD10, 2-SNOMED(RF1), 3-SNOMED(RF2)) ?","코드가 외부 SQL 테이블 (0 - 아니요, 1 - ICD10, 2 - SNOMED (RF1), 3 - SNOMED (RF2))에 저장되어 있습니까?"
Korean,kr,Are you prepared to complete a new GCAC issue for this visit?,이 방문에 대한 새로운 GCAC 문제를 완료 할 준비가 되셨습니까?
Korean,kr,Are you sure to clear chat history?,채팅 내역을 삭제 하시겠습니까?
Korean,kr,Are you sure to post for today?,오늘의 투고에서 하시겠습니까?
Korean,kr,Are you sure you want to approve these events?,이러한 이벤트는 완료 했습니까?
Korean,kr,Are you sure you want to cancel your changes?,변경 사항을 취소 하시겠습니까?
Korean,kr,Are you sure you want to completely remove this form?,이 양식에서 완전히 삭제해도 좋습니까?
Korean,kr,Are you sure you want to delete,정말 삭제 하시겠습니까?
Korean,kr,Are you sure you want to delete this disclosure?,공개를 삭제 하시겠습니까?
Korean,kr,Are you sure you want to delete this event?,이 이벤트를 정말 삭제 하시겠습니까?
Korean,kr,Are you sure you want to delete this item from the database?,이 데이터베이스에서 항목을 정말 삭제 하시겠습니까?
Korean,kr,Are you sure you want to delete this note?,이 노트를 정말 삭제 하시겠습니까?
Korean,kr,Are you sure you want to delete this plan?,이 요금제를 삭제 하시겠습니까?
Korean,kr,Are you sure you want to edit these events?,이러한 이벤트를 편집하고 하시겠습니까?
Korean,kr,Are you sure you want to hide these events?,이러한 이벤트를 숨기기 설정 하시겠습니까?
Korean,kr,Are you sure you want to remove namespace,네임 스페이스를 제거 하시겠습니까?
Korean,kr,Are you sure you want to transmit it again?,다시 보내시겠습니까?
Korean,kr,Are you sure you want to view these events?,이벤트를 다시 볼 수 있습니까?
Korean,kr,Are you sure you wish to delete the entire group named,이름이 지정된 전체 그룹을 삭제 하시겠습니까?
Korean,kr,Are you sure you wish to delete the entire list,전체 목록을 삭제 하시겠습니까?
Korean,kr,Are you sure you wish to delete the field in,입력란을 삭제 하시겠습니까?
Korean,kr,Are you sure you wish to delete the selected fields?,선택한 입력란을 삭제 하시겠습니까?
Korean,kr,Are you sure you\'d like to continue with these actions?,이 작업을 계속 하시겠습니까?
Korean,kr,Area not specified,지역이 지정되지 않았습니다.
Korean,kr,Arm,팔
Korean,kr,Armenian,아르메니아의
Korean,kr,ARNear{{Auto-refraction near acuity}},ARNear {{자동 굴절 근시}}
Korean,kr,ARNear{{autorefraction near}},ARNear {{근처의 자동 수거}}
Korean,kr,Arrival,도착
Korean,kr,Arrive Time,시간 도착
Korean,kr,Arrived,도착 함
Korean,kr,Arrived late,늦게 도착했다
Korean,kr,Arrythmia,부정맥
Korean,kr,Arthritis,관절염
Korean,kr,Arthritis / degen joint diseas,관절염 / degen 합병증
Korean,kr,Arthritis / degen joint disease,관절염 / degen 관절 질환
Korean,kr,AR{{Autorefraction Acuity}},AR {{자동 축소 시력}}
Korean,kr,AR{{autorefraction}},AR {{자동 축소}}
Korean,kr,as,같이
Korean,kr,As appears on documents,문서에 나타나는대로
Korean,kr,As Of,현재
Korean,kr,As will appear on documents.,문서에 표시됩니다.
Korean,kr,ASC,ASC
Korean,kr,Asian,아시아인
Korean,kr,Assamese,아삼 어
Korean,kr,Assess Penicillin Allergy,페니실린 알레르기 평가
Korean,kr,Assessment,평가
Korean,kr,Assign it to this one?,이걸 할당 해?
Korean,kr,Assigned To,지정 대상
Korean,kr,Assistant,시중
Korean,kr,Assisted Living Facility,보조 생활 시설
